# VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38
26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199,26.505,-1.903673199
27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285,27.005,-1.90367285
27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504,27.505,-1.903672504
28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158,28.005,-1.903672158
28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813,28.505,-1.903671813
29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469,29.005,-1.903671469
29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127,29.505,-1.903671127
30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786,30.005,-1.903670786
30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446,30.505,-1.903670446
31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107,31.005,-1.903670107
31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769,31.505,-1.903669769
32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433,32.005,-1.903669433
32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097,32.505,-1.903669097
33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762,33.005,-1.903668762
33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429,33.505,-1.903668429
34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097,34.005,-1.903668097
34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766,34.505,-1.903667766
35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436,35.005,-1.903667436
35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107,35.505,-1.903667107
36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678,36.005,-1.90366678
36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453,36.505,-1.903666453
37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128,37.005,-1.903666128
37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804,37.505,-1.903665804
38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548,38.005,-1.90366548
38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158,38.505,-1.903665158
39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837,39.005,-1.903664837
39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517,39.505,-1.903664517
40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198,40.005,-1.903664198
40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388,40.505,-1.90366388
41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563,41.005,-1.903663563
41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248,41.505,-1.903663248
42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933,42.005,-1.903662933
42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262,42.505,-1.90366262
43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307,43.005,-1.903662307
43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995,43.505,-1.903661995
44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685,44.005,-1.903661685
44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376,44.505,-1.903661376
45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068,45.005,-1.903661068
45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076,45.505,-1.90366076
46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454,46.005,-1.903660454
46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149,46.505,-1.903660149
47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845,47.005,-1.903659845
47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542,47.505,-1.903659542
48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239,48.005,-1.903659239
48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938,48.505,-1.903658938
49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638,49.005,-1.903658638
49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339,49.505,-1.903658339
50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041,50.005,-1.903658041
50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744,50.505,-1.903657744
51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448,51.005,-1.903657448
51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153,51.505,-1.903657153
52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859,52.005,-1.903656859
52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566,52.505,-1.903656566
53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274,53.005,-1.903656274
53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983,53.505,-1.903655983
54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693,54.005,-1.903655693
54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404,54.505,-1.903655404
55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116,55.005,-1.903655116
55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829,55.505,-1.903654829
56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542,56.005,-1.903654542
56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257,56.505,-1.903654257
57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973,57.005,-1.903653973
57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369,57.505,-1.90365369
58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408,58.005,-1.903653408
58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127,58.505,-1.903653127
59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846,59.005,-1.903652846
